Unique.ID,Grantor,Grantee,Program,Year,Date,EndDate,Amount,AmendmentNumber,Funding.Agency,Funding.Source,Category,Location,Issued,Funding.Type,Years,Average.By.Year,City.Year,Population,Amount.Per.Capita,Amount.Per.PEH,Population.PEH,ExpenditureType
,City of Imperial Beach,,,2022.0,,,0,,,,,,,,,,City of Imperial Beach|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,,,,,,,,,,,,,,,,,|,,$0.00 ,$0.00 ,,Other/Unknown
,City of Chula Vista,,,2020.0,,,0,,,,,,,,,,City of Chula Vista|2020,,$0.00 ,$0.00 ,313.0,Other/Unknown
,City of Chula Vista,,,2019.0,,,0,,,,,,,,,,City of Chula Vista|2019,,$0.00 ,$0.00 ,321.0,Other/Unknown
,City of Chula Vista,,,2018.0,,,0,,,,,,,,,,City of Chula Vista|2018,,$0.00 ,$0.00 ,184.0,Other/Unknown
,City of Chula Vista,,,2017.0,,,0,,,,,,,,,,City of Chula Vista|2017,,$0.00 ,$0.00 ,367.0,Other/Unknown
,City of Chula Vista,,,2016.0,,,0,,,,,,,,,,City of Chula Vista|2016,,$0.00 ,$0.00 ,538.0,Other/Unknown
,City of Chula Vista,,,2015.0,,,0,,,,,,,,,,City of Chula Vista|2015,,$0.00 ,$0.00 ,498.0,Other/Unknown
,City of Coronado,,,2020.0,,,0,,,,,,,,,,City of Coronado|2020,,$0.00 ,$0.00 ,16.0,Other/Unknown
,City of Coronado,,,2019.0,,,0,,,,,,,,,,City of Coronado|2019,,$0.00 ,$0.00 ,1.0,Other/Unknown
,City of Coronado,,,2018.0,,,0,,,,,,,,,,City of Coronado|2018,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Coronado,,,2017.0,,,0,,,,,,,,,,City of Coronado|2017,,$0.00 ,$0.00 ,5.0,Other/Unknown
,City of Coronado,,,2016.0,,,0,,,,,,,,,,City of Coronado|2016,,$0.00 ,$0.00 ,6.0,Other/Unknown
,City of Coronado,,,2015.0,,,0,,,,,,,,,,City of Coronado|2015,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Del Mar,,,2020.0,,,0,,,,,,,,,,City of Del Mar|2020,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Del Mar,,,2019.0,,,0,,,,,,,,,,City of Del Mar|2019,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Del Mar,,,2018.0,,,0,,,,,,,,,,City of Del Mar|2018,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Del Mar,,,2017.0,,,0,,,,,,,,,,City of Del Mar|2017,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Del Mar,,,2016.0,,,0,,,,,,,,,,City of Del Mar|2016,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Del Mar,,,2015.0,,,0,,,,,,,,,,City of Del Mar|2015,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of El Cajon,,,2017.0,,,0,,,,,,,,,,City of El Cajon|2017,,$0.00 ,$0.00 ,453.0,Other/Unknown
,City of El Cajon,,,2016.0,,,0,,,,,,,,,,City of El Cajon|2016,,$0.00 ,$0.00 ,321.0,Other/Unknown
,City of El Cajon,,,2015.0,,,0,,,,,,,,,,City of El Cajon|2015,,$0.00 ,$0.00 ,711.0,Other/Unknown
,City of Escondido,,,2022.0,,,0,,,,,,,,,,City of Escondido|2022,,$0.00 ,$0.00 ,499.0,Other/Unknown
,City of Escondido,,,2016.0,,,0,,,,,,,,,,City of Escondido|2016,,$0.00 ,$0.00 ,532.0,Other/Unknown
,City of Escondido,,,2015.0,,,0,,,,,,,,,,City of Escondido|2015,,$0.00 ,$0.00 ,329.0,Other/Unknown
,City of La Mesa,,,2022.0,,,0,,,,,,,,,,City of La Mesa|2022,,$0.00 ,$0.00 ,53.0,Other/Unknown
,City of La Mesa,,,2019.0,,,0,,,,,,,,,,City of La Mesa|2019,,$0.00 ,$0.00 ,46.0,Other/Unknown
,City of La Mesa,,,2018.0,,,0,,,,,,,,,,City of La Mesa|2018,,$0.00 ,$0.00 ,39.0,Other/Unknown
,City of La Mesa,,,2017.0,,,0,,,,,,,,,,City of La Mesa|2017,,$0.00 ,$0.00 ,25.0,Other/Unknown
,City of La Mesa,,,2016.0,,,0,,,,,,,,,,City of La Mesa|2016,,$0.00 ,$0.00 ,31.0,Other/Unknown
,City of La Mesa,,,2015.0,,,0,,,,,,,,,,City of La Mesa|2015,,$0.00 ,$0.00 ,19.0,Other/Unknown
,City of Lemon Grove,,,2022.0,,,0,,,,,,,,,,City of Lemon Grove|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Lemon Grove,,,2019.0,,,0,,,,,,,,,,City of Lemon Grove|2019,,$0.00 ,$0.00 ,35.0,Other/Unknown
,City of Lemon Grove,,,2018.0,,,0,,,,,,,,,,City of Lemon Grove|2018,,$0.00 ,$0.00 ,10.0,Other/Unknown
,City of Lemon Grove,,,2017.0,,,0,,,,,,,,,,City of Lemon Grove|2017,,$0.00 ,$0.00 ,36.0,Other/Unknown
,City of Lemon Grove,,,2016.0,,,0,,,,,,,,,,City of Lemon Grove|2016,,$0.00 ,$0.00 ,12.0,Other/Unknown
,City of Lemon Grove,,,2015.0,,,0,,,,,,,,,,City of Lemon Grove|2015,,$0.00 ,$0.00 ,11.0,Other/Unknown
,City of National City,,,2022.0,,,0,,,,,,,,,,City of National City|2022,,$0.00 ,$0.00 ,158.0,Other/Unknown
,City of National City,,,2019.0,,,0,,,,,,,,,,City of National City|2019,,$0.00 ,$0.00 ,94.0,Other/Unknown
,City of National City,,,2016.0,,,0,,,,,,,,,,City of National City|2016,,$0.00 ,$0.00 ,332.0,Other/Unknown
,City of National City,,,2015.0,,,0,,,,,,,,,,City of National City|2015,,$0.00 ,$0.00 ,153.0,Other/Unknown
,City of San Marcos,North County Lifeline,housing assistance,2015.0,,,21600,,,CDBG,Housing Counseling,,,,,,City of San Marcos|2015,,$0.00 ,$0.00 ,0.0,Prevention
,City of San Marcos,211 San Diego,emergency housing and support services,2015.0,,,17408,,,CDBG,Technology/Data Services,,,,,,City of San Marcos|2015,,$0.00 ,$0.00 ,0.0,Crisis Management
,City of Santee,,,2022.0,,,0,,,,,,,,,,City of Santee|2022,,$0.00 ,$0.00 ,147.0,Other/Unknown
,City of Santee,,,2016.0,,,0,,,,,,,,,,City of Santee|2016,,$0.00 ,$0.00 ,63.0,Other/Unknown
,City of Santee,,,2015.0,,,0,,,,,,,,,,City of Santee|2015,,$0.00 ,$0.00 ,30.0,Other/Unknown
,City of Vista,,,2022.0,,,0,,,,,,,,,,City of Vista|2022,,$0.00 ,$0.00 ,117.0,Other/Unknown
,City of Vista,,,2017.0,,,0,,,,,,,,,,City of Vista|2017,,$0.00 ,$0.00 ,852.0,Other/Unknown
,City of Vista,,,2016.0,,,0,,,,,,,,,,City of Vista|2016,,$0.00 ,$0.00 ,423.0,Other/Unknown
,City of Vista,,,2015.0,,,0,,,,,,,,,,City of Vista|2015,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Carlsbad,,,2016.0,,,0,,,,,,,,,,City of Carlsbad|2016,,$0.00 ,$0.00 ,108.0,Other/Unknown
,City of Carlsbad,,,2015.0,,,0,,,,,,,,,,City of Carlsbad|2015,,$0.00 ,$0.00 ,79.0,Other/Unknown
,City of Poway,,,2022.0,,,0,,,,,,,,,,City of Poway|2022,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of Poway,,,2017.0,,,0,,,,,,,,,,City of Poway|2017,,$0.00 ,$0.00 ,8.0,Other/Unknown
,City of Poway,,,2016.0,,,0,,,,,,,,,,City of Poway|2016,,$0.00 ,$0.00 ,10.0,Other/Unknown
,City of Poway,,,2015.0,,,0,,,,,,,,,,City of Poway|2015,,$0.00 ,$0.00 ,0.0,Other/Unknown
,City of San Diego,,,2022.0,,,0,,,,,,,,,,City of San Diego|2022,,$0.00 ,$0.00 ,4801.0,Other/Unknown
,City of San Diego,,,2021.0,,,0,,,,,,,,,,City of San Diego|2021,,$0.00 ,$0.00 ,2507.0,Other/Unknown
,City of San Diego,,,2020.0,,,0,,,,,,,,,,City of San Diego|2020,,$0.00 ,$0.00 ,4887.0,Other/Unknown
,City of San Diego,,,2017.0,,,0,,,,,,,,,,City of San Diego|2017,,$0.00 ,$0.00 ,5619.0,Other/Unknown
,City of San Diego,,,2016.0,,,0,,,,,,,,,,City of San Diego|2016,,$0.00 ,$0.00 ,5093.0,Other/Unknown
,City of San Diego,,,2015.0,,,0,,,,,,,,,,City of San Diego|2015,,$0.00 ,$0.00 ,5538.0,Other/Unknown
,City of Encinitas,,,2017.0,,,0,,,,,,,,,,City of Encinitas|2017,,$0.00 ,$0.00 ,150.0,Other/Unknown
,City of Encinitas,,,2016.0,,,0,,,,,,,,,,City of Encinitas|2016,,$0.00 ,$0.00 ,93.0,Other/Unknown
,City of Encinitas,,,2015.0,,,0,,,,,,,,,,City of Encinitas|2015,,$0.00 ,$0.00 ,123.0,Other/Unknown
,City of Oceanside,,,2022.0,,,0,,,,,,,,,,City of Oceanside|2022,,$0.00 ,$0.00 ,514.0,Other/Unknown
,City of Oceanside,,,2020.0,,,0,,,,,,,,,,City of Oceanside|2020,,$0.00 ,$0.00 ,408.0,Other/Unknown
,City of Oceanside,,,2019.0,,,0,,,,,,,,,,City of Oceanside|2019,,$0.00 ,$0.00 ,483.0,Other/Unknown
,City of Oceanside,,,2018.0,,,0,,,,,,,,,,City of Oceanside|2018,,$0.00 ,$0.00 ,273.0,Other/Unknown
,City of Oceanside,,,2017.0,,,0,,,,,,,,,,City of Oceanside|2017,,$0.00 ,$0.00 ,701.0,Other/Unknown
,City of Oceanside,,,2016.0,`,,0,,,,,,,,,,City of Oceanside|2016,,$0.00 ,$0.00 ,667.0,Other/Unknown
,City of Oceanside,,,2015.0,,,0,,,,,,,,,,City of Oceanside|2015,,$0.00 ,$0.00 ,420.0,Other/Unknown
2105010206-0100.pdf,City of Coronado,St. Vincent de Paul Village,temporary housing and services,2021.0,5/1/2021,5/1/2022,95680.33,,City,Affordable Housing Fund account 266490-8030,Emergency Shelter,City of Coronado,Local,Local,3.0,31893.44333,City of Coronado|2021,19860.0,$4.82 ,"$95,680.33 ",0.0,Crisis Management
,City of Coronado,St. Vincent de Paul Village,temporary housing and services,2022.0,5/1/2022,5/1/2023,95680.33,,City,Affordable Housing Fund account 266490-8030,Emergency Shelter,City of Coronado,Local,Local,,,City of Coronado|2022,19860.0,$4.82 ,"$95,680.33 ",0.0,Crisis Management
,City of Coronado,St. Vincent de Paul Village,temporary housing and services,2023.0,5/1/2023,5/1/2024,95680.33,,City,Affordable Housing Fund account 266490-8030,Emergency Shelter,City of Coronado,Local,Local,,,City of Coronado|2023,19860.0,$4.82 ,"$95,680.33 ",,Crisis Management
*,City of Del Mar,San Diego Regional Task Force on the Homeless,local outreach programs,2020.0,,,1250,,City,General Funds,Technology/Data Services,City of Del Mar,Local,Local,,,City of Del Mar|1899,,,"$1,250.00 ",,Crisis Management
2107010307-0100.pdf,City of Del Mar,San Diego Regional Task Force on the Homeless,local outreach programs,2021.0,7/1/2021,6/30/2022,1250,,City,General Funds,Technology/Data Services,City of Del Mar,Local,Local,,,City of Del Mar|2021,3922.0,$0.32 ,"$1,250.00 ",0.0,Crisis Management
,City of Del Mar,San Diego Regional Task Force on the Homeless,local outreach programs,2022.0,7/1/2022,6/30/2023,2000,,City,General Funds,Technology/Data Services,City of Del Mar,Local,Local,,,City of Del Mar|2022,3922.0,$0.51 ,"$2,000.00 ",0.0,Crisis Management
*,City of Del Mar,Community Resource Center,homelessness services,2020.0,,,6700,,City,General Funds,,City of Del Mar,Local,Local,,,City of Del Mar|2020,4271.0,$1.57 ,"$6,700.00 ",0.0,Crisis Management
*,City of Del Mar,Community Resource Center,homelessness services,2021.0,,,3750,,City,General Funds,,City of Del Mar,Local,Local,,,City of Del Mar|2021,3922.0,$0.96 ,"$3,750.00 ",0.0,Crisis Management
*,City of Del Mar,Community Resource Center,homelessness services,2022.0,,,3560,,City,General Funds,,City of Del Mar,Local,Local,,,City of Del Mar|2022,3922.0,$0.91 ,"$3,560.00 ",0.0,Crisis Management
*,City of Del Mar,Community Resource Center,homelessness services,2023.0,,,3650,,City,General Funds,,City of Del Mar,Local,Local,,,City of Del Mar|2023,,,"$3,650.00 ",,Crisis Management
,City of El Cajon,Crisis House,housing navigation services,2016.0,7/1/2015,6/30/2016,"$7,699.00 ",,U.S. Department of Housing and Urban Development,CDBG,,City of El Cajon,Local,Local,1.0,"$7,699.00 ",City of El Cajon|2015,,,$10.83 ,711.0,Crisis Management
,City of El Cajon,Crisis House,neighborhood revitalization services,2018.0,7/1/2018,6/30/2019,"$19,725.00 ",,U.S. Department of Housing and Urban Development,CDBG,Facilities Improvements,City of El Cajon,Local,Local,2.0,"$9,862.50 ",City of El Cajon|2018,103954.0,$0.19 ,$34.01 ,580.0,Crisis Management
,City of El Cajon,Crisis House,neighborhood revitalization services,2019.0,7/1/2019,6/30/2020,"$48,449.35 ",,U.S. Department of Housing and Urban Development,CDBG,Facilities Improvements,City of El Cajon,Local,Local,,,City of El Cajon|2019,103741.0,$0.47 ,$61.56 ,787.0,Crisis Management
,City of El Cajon,Crisis House,homelessness services,2019.0,11/20/2020,6/30/1931,"$700,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,,City of El Cajon,Local,Federal,-89.0,"($7,865.17)",City of El Cajon|2020,103576.0,$6.76 ,$892.86 ,784.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2017.0,7/1/2016,6/30/2017,"$100,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,,City of El Cajon,Local,Federal,1.0,"$100,000.00 ",City of El Cajon|2016,,,$311.53 ,321.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2016.0,7/1/2015,6/30/2016,"$100,614.00 ",,U.S. Department of Housing and Urban Development,CDBG,,City of El Cajon,Local,Federal,1.0,"$100,614.00 ",City of El Cajon|2015,,,$141.51 ,711.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2015.0,7/1/2014,6/30/2015,"$120,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,,City of El Cajon,Local,Federal,1.0,"$120,000.00 ",City of El Cajon|2014,,,"$120,000.00 ",,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2014.0,7/1/2013,6/30/2014,"$75,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,,City of El Cajon,Local,Federal,1.0,"$75,000.00 ",City of El Cajon|2013,,,"$75,000.00 ",,Crisis Management
,City of El Cajon,East County Transitional Living Center,neighborhood revitalization services,2020.0,7/1/2020,6/30/2021,"$25,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Facilities Improvements,City of El Cajon,Local,Federal,1.0,"$25,000.00 ",City of El Cajon|2020,103576.0,$0.24 ,$31.89 ,784.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,neighborhood revitalization services,2019.0,7/1/2019,6/30/2020,"$23,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Facilities Improvements,City of El Cajon,Local,Federal,1.0,"$23,000.00 ",City of El Cajon|2019,103741.0,$0.22 ,$29.22 ,787.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2020.0,6/30/2021,4/30/2023,"$175,690.52 ",2,U.S. Department of Housing and Urban Development,CBDG-CV,,City of El Cajon,Local,Federal,2.0,"$87,845.26 ",City of El Cajon|2021,105432.0,$1.67 ,$238.06 ,738.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2021.0,7/1/2021,6/30/2022,"$100,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$100,000.00 ",City of El Cajon|2021,105432.0,$0.95 ,$135.50 ,738.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2020.0,7/1/2020,6/30/2021,"$100,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$100,000.00 ",City of El Cajon|2020,103576.0,$0.97 ,$127.55 ,784.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2019.0,7/1/2019,6/30/2020,"$100,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$100,000.00 ",City of El Cajon|2019,103741.0,$0.96 ,$127.06 ,787.0,Crisis Management
,City of El Cajon,East County Transitional Living Center,housing assistance,2020.0,5/13/2020,6/30/2021,"$185,294.00 ",,U.S. Department of Housing and Urban Development,CDBG-CV,,City of El Cajon,Local,Federal,1.0,"$185,294.00 ",City of El Cajon|2020,103576.0,$1.79 ,$236.34 ,784.0,Crisis Management
2009110409-0200.pdf,City of El Cajon,Home Start,local outreach programs,2020.0,9/1/2020,8/31/2021,"$200,000.00 ",,El Cajon Housing Authority (low and moderate income housing asset fund),LMIHAF,Outreach Services,City of El Cajon,Local,Federal,1.0,"$200,000.00 ",City of El Cajon|2020,103576.0,$1.93 ,$255.10 ,784.0,Crisis Management
2206010409-0100.pdf,City of El Cajon,Home Start,local outreach programs,2022.0,6/1/2022,3/31/2023,"$155,000.00 ",,El Cajon Housing Authority (low and moderate income housing asset fund),CDBG,Outreach Services,City of El Cajon,Local,Federal,1.0,"$155,000.00 ",City of El Cajon|2022,105432.0,$1.47 ,$118.50 ,1308.0,Crisis Management
,City of El Cajon,Home Start,housing assistance,2020.0,5/13/2020,6/30/2021,"$145,000.00 ",1,U.S. Department of Housing and Urban Development,CDBG-CV,,City of El Cajon,Local,Federal,1.0,"$145,000.00 ",City of El Cajon|2020,103576.0,$1.40 ,$184.95 ,784.0,Crisis Management
,City of El Cajon,Home Start,emergency housing and support services,2019.0,7/1/2021,6/30/2024,"$664,807.00 ",2,U.S. Department of Housing and Urban Development,CDBG-CV,,City of El Cajon,Local,Federal,3.0,"$221,602.33 ",City of El Cajon|2021,105432.0,$6.31 ,$900.82 ,738.0,Crisis Management
,City of El Cajon,Interfaith Community Services,housing assistance,2016.0,7/1/2015,6/30/2016,"$7,614.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$7,614.00 ",City of El Cajon|2015,,,$10.71 ,711.0,Crisis Management
,City of El Cajon,Interfaith Community Services,housing assistance,2017.0,7/1/2016,6/30/2017,"$10,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$10,000.00 ",City of El Cajon|2016,,,$31.15 ,321.0,Crisis Management
,City of El Cajon,Interfaith Community Services,housing assistance,2018.0,7/1/2018,6/30/2019,"$10,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$10,000.00 ",City of El Cajon|2018,103954.0,$0.10 ,$17.24 ,580.0,Crisis Management
,City of El Cajon,Interfaith Community Services,housing assistance,2019.0,7/1/2019,6/30/2020,"$9,861.85 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$9,861.85 ",City of El Cajon|2019,103741.0,$0.10 ,$12.53 ,787.0,Crisis Management
,City of El Cajon,Interfaith Community Services,housing assistance,2020.0,7/1/2020,6/30/2021,"$10,000.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$10,000.00 ",City of El Cajon|2020,103576.0,$0.10 ,$12.76 ,784.0,Crisis Management
,City of El Cajon,Interfaith Community Services,housing assistance,2021.0,7/1/2021,6/30/2022,"$10,893.00 ",,U.S. Department of Housing and Urban Development,CDBG,Emergency Shelter,City of El Cajon,Local,Federal,1.0,"$10,893.00 ",City of El Cajon|2021,105432.0,$0.10 ,$14.76 ,738.0,Crisis Management
